80 80 64 128 1 -3.718723  
88 80 64 128 1 -3.291221  
96 80 64 128 1 -3.686079  
104 80 64 128 1 -4.000295  
112 80 64 128 1 -3.970565  
120 80 64 128 1 -3.378532  
128 80 64 128 1 -3.232548  
136 80 64 128 1 -3.969873  
144 80 64 128 1 -4.025127  
152 80 64 128 1 -3.998273  
160 80 64 128 1 -3.157255  
168 80 64 128 1 -3.601990  
176 80 64 128 1 -3.410294  
184 80 64 128 1 -3.665630  
192 80 64 128 1 -3.469586  
200 80 64 128 1 -3.336177  
208 80 64 128 1 -3.461980  
216 80 64 128 1 -3.213135  
224 80 64 128 1 -3.322014  
232 80 64 128 1 -3.604555  
240 80 64 128 1 -3.765077  
248 80 64 128 1 -3.507457  
256 80 64 128 1 -3.891409  
264 80 64 128 1 -3.218315  
272 80 64 128 1 -3.670621  
280 80 64 128 1 -3.252042  
288 80 64 128 1 -2.788831  
296 80 64 128 1 -3.515823  
304 80 64 128 1 -3.832680  
312 80 64 128 1 -3.711982  
320 80 64 128 1 -3.417222  
32 88 64 128 1 -3.468781  
40 88 64 128 1 -3.321917  
48 88 64 128 1 -2.790097  
56 88 64 128 1 -2.876093  
64 88 64 128 1 -2.999387  
72 88 64 128 1 -3.224075  
80 88 64 128 1 -3.106153  
88 88 64 128 1 -2.852312  
96 88 64 128 1 -3.140909  
104 88 64 128 1 -3.339266  
112 88 64 128 1 -3.438352  
120 88 64 128 1 -3.067792  
128 88 64 128 1 -2.740580  
136 88 64 128 1 -3.165237  
144 88 64 128 1 -3.762208  
152 88 64 128 1 -3.754845  
160 88 64 128 1 -3.497110  
168 88 64 128 1 -3.094257  
176 88 64 128 1 -3.178923  
184 88 64 128 1 -3.303505  
192 88 64 128 1 -3.370517  
200 88 64 128 1 -3.058022  
208 88 64 128 1 -2.979861  
216 88 64 128 1 -3.111534  
224 88 64 128 1 -3.058797  
232 88 64 128 1 -3.648720  
240 88 64 128 1 -3.630657  
248 88 64 128 1 -3.915302  
256 88 64 128 1 -3.597559  
264 88 64 128 1 -3.538494  
272 88 64 128 1 -3.270791  
280 88 64 128 1 -3.236327  
288 88 64 128 1 -2.711444  
296 88 64 128 1 -3.213398  
304 88 64 128 1 -3.351952  
312 88 64 128 1 -3.740862  
320 88 64 128 1 -3.492663  
32 96 64 128 1 -2.806783  
40 96 64 128 1 -2.898964  
48 96 64 128 1 -2.596972  
56 96 64 128 1 -2.549756  
64 96 64 128 1 -2.371160  
72 96 64 128 1 -2.383507  
80 96 64 128 1 -2.455273  
88 96 64 128 1 -2.512594  
96 96 64 128 1 -2.649607  
104 96 64 128 1 -2.645197  
112 96 64 128 1 -2.939062  
120 96 64 128 1 -2.659328  
128 96 64 128 1 -2.160472  
136 96 64 128 1 -2.615780  
144 96 64 128 1 -3.637354  
152 96 64 128 1 -3.665693  
160 96 64 128 1 -4.165473  
168 96 64 128 1 -3.265187  
176 96 64 128 1 -2.890074  
184 96 64 128 1 -2.784698  
192 96 64 128 1 -3.290480  
200 96 64 128 1 -3.265887  
208 96 64 128 1 -2.809326  
216 96 64 128 1 -2.483875  
224 96 64 128 1 -2.929396  
232 96 64 128 1 -3.236360  
240 96 64 128 1 -3.288795  
248 96 64 128 1 -3.319855  
256 96 64 128 1 -3.615224  
264 96 64 128 1 -3.993372  
272 96 64 128 1 -3.707017  
280 96 64 128 1 -3.391607  
288 96 64 128 1 -3.281856  
296 96 64 128 1 -3.289469  
304 96 64 128 1 -4.002527  
312 96 64 128 1 -4.260450  
320 96 64 128 1 -3.787093  
32 104 64 128 1 -2.918222  
40 104 64 128 1 -2.417533  
48 104 64 128 1 -2.554972  
56 104 64 128 1 -2.049572  
64 104 64 128 1 -2.706474  
72 104 64 128 1 -2.894523  
80 104 64 128 1 -3.090351  
88 104 64 128 1 -2.951566  
96 104 64 128 1 -2.287482  
104 104 64 128 1 -2.922240  
112 104 64 128 1 -2.968876  
120 104 64 128 1 -3.636831  
128 104 64 128 1 -2.971167  
136 104 64 128 1 -2.374616  
144 104 64 128 1 -3.003512  
152 104 64 128 1 -3.655847  
160 104 64 128 1 -4.166715  
168 104 64 128 1 -3.235786  
176 104 64 128 1 -2.380463  
184 104 64 128 1 -2.521819  
192 104 64 128 1 -3.239226  
200 104 64 128 1 -2.942756  
208 104 64 128 1 -2.241684  
216 104 64 128 1 -2.331584  
224 104 64 128 1 -2.737546  
232 104 64 128 1 -2.848879  
240 104 64 128 1 -3.551098  
248 104 64 128 1 -4.034059  
256 104 64 128 1 -3.638974  
264 104 64 128 1 -3.620824  
272 104 64 128 1 -3.872372  
280 104 64 128 1 -3.489188  
288 104 64 128 1 -3.454205  
296 104 64 128 1 -3.056989  
304 104 64 128 1 -3.246665  
312 104 64 128 1 -3.817964  
320 104 64 128 1 -3.902288  
32 112 64 128 1 -3.419513  
40 112 64 128 1 -2.902507  
48 112 64 128 1 -2.667288  
56 112 64 128 1 -2.497313  
64 112 64 128 1 -3.278312  
72 112 64 128 1 -2.540600  
80 112 64 128 1 -3.109958  
88 112 64 128 1 -2.795477  
96 112 64 128 1 -2.802407  
104 112 64 128 1 -3.209663  
112 112 64 128 1 -2.884778  
120 112 64 128 1 -3.321847  
128 112 64 128 1 -2.584319  
136 112 64 128 1 -2.046057  
144 112 64 128 1 -2.428567  
152 112 64 128 1 -2.953565  
160 112 64 128 1 -3.281676  
168 112 64 128 1 -3.152096  
176 112 64 128 1 -2.979499  
184 112 64 128 1 -2.323602  
192 112 64 128 1 -2.539415  
200 112 64 128 1 -3.119506  
208 112 64 128 1 -3.008359  
216 112 64 128 1 -2.323926  
224 112 64 128 1 -2.573989  
232 112 64 128 1 -2.597502  
240 112 64 128 1 -3.125085  
248 112 64 128 1 -3.737673  
256 112 64 128 1 -3.592839  
264 112 64 128 1 -3.968585  
272 112 64 128 1 -4.166914  
280 112 64 128 1 -3.652848  
288 112 64 128 1 -3.246594  
296 112 64 128 1 -2.952105  
304 112 64 128 1 -3.071152  
312 112 64 128 1 -3.489592  
320 112 64 128 1 -3.561585  
32 120 64 128 1 -3.830911  
40 120 64 128 1 -3.660264  
48 120 64 128 1 -3.448083  
56 120 64 128 1 -3.115767  
64 120 64 128 1 -3.356249  
72 120 64 128 1 -2.876415  
80 120 64 128 1 -2.792331  
88 120 64 128 1 -2.776197  
96 120 64 128 1 -3.112365  
104 120 64 128 1 -2.746184  
112 120 64 128 1 -2.369714  
120 120 64 128 1 -2.583078  
128 120 64 128 1 -2.829477  
136 120 64 128 1 -2.347170  
144 120 64 128 1 -1.646494  
152 120 64 128 1 -2.394906  
160 120 64 128 1 -3.159262  
168 120 64 128 1 -3.534465  
176 120 64 128 1 -2.766091  
184 120 64 128 1 -2.252047  
192 120 64 128 1 -2.711013  
200 120 64 128 1 -2.894143  
208 120 64 128 1 -2.821813  
216 120 64 128 1 -2.717749  
224 120 64 128 1 -2.621462  
232 120 64 128 1 -2.318682  
240 120 64 128 1 -2.371535  
248 120 64 128 1 -2.951231  
256 120 64 128 1 -3.465560  
264 120 64 128 1 -3.486974  
272 120 64 128 1 -3.312203  
280 120 64 128 1 -2.976327  
288 120 64 128 1 -3.220630  
296 120 64 128 1 -3.007786  
304 120 64 128 1 -3.046581  
312 120 64 128 1 -3.274477  
320 120 64 128 1 -3.506362  
32 128 64 128 1 -3.946271  
40 128 64 128 1 -3.106239  
48 128 64 128 1 -2.545057  
56 128 64 128 1 -2.712870  
64 128 64 128 1 -2.854757  
72 128 64 128 1 -1.922121  
80 128 64 128 1 -1.761374  
88 128 64 128 1 -1.792586  
96 128 64 128 1 -2.026366  
104 128 64 128 1 -2.007860  
112 128 64 128 1 -2.094160  
120 128 64 128 1 -2.235539  
128 128 64 128 1 -2.291515  
136 128 64 128 1 -1.967877  
144 128 64 128 1 -2.192346  
152 128 64 128 1 -2.263707  
160 128 64 128 1 -2.787348  
168 128 64 128 1 -3.037570  
176 128 64 128 1 -3.053770  
184 128 64 128 1 -2.523875  
192 128 64 128 1 -2.327898  
200 128 64 128 1 -2.314132  
208 128 64 128 1 -2.823947  
216 128 64 128 1 -2.899988  
224 128 64 128 1 -2.477147  
232 128 64 128 1 -2.523113  
240 128 64 128 1 -2.401466  
248 128 64 128 1 -2.495768  
256 128 64 128 1 -2.405784  
264 128 64 128 1 -3.181861  
272 128 64 128 1 -3.165659  
280 128 64 128 1 -3.197705  
288 128 64 128 1 -2.926203  
296 128 64 128 1 -2.828818  
304 128 64 128 1 -3.305002  
312 128 64 128 1 -3.077893  
320 128 64 128 1 -3.187445  
32 136 64 128 1 -1.830245  
40 136 64 128 1 -1.613770  
48 136 64 128 1 -1.410324  
56 136 64 128 1 -1.644438  
64 136 64 128 1 -1.262633  
72 136 64 128 1 -1.376250  
80 136 64 128 1 -1.490708  
88 136 64 128 1 -1.889655  
96 136 64 128 1 -2.085308  
104 136 64 128 1 -1.930955  
112 136 64 128 1 -2.012026  
120 136 64 128 1 -2.076141  
128 136 64 128 1 -2.898932  
136 136 64 128 1 -2.773505  
144 136 64 128 1 -2.434546  
152 136 64 128 1 -1.993395  
160 136 64 128 1 -2.639310  
168 136 64 128 1 -2.701602  
176 136 64 128 1 -2.483475  
184 136 64 128 1 -1.296706  
192 136 64 128 1 -1.645686  
200 136 64 128 1 -2.494300  
208 136 64 128 1 -2.771528  
216 136 64 128 1 -2.922813  
224 136 64 128 1 -2.489110  
232 136 64 128 1 -2.562221  
240 136 64 128 1 -2.306888  
248 136 64 128 1 -1.761057  
256 136 64 128 1 -2.738622  
264 136 64 128 1 -2.907218  
272 136 64 128 1 -3.210474  
280 136 64 128 1 -3.095402  
288 136 64 128 1 -2.531541  
296 136 64 128 1 -2.763397  
304 136 64 128 1 -3.008660  
312 136 64 128 1 -2.634573  
320 136 64 128 1 -2.853758  
32 144 64 128 1 -1.691810  
40 144 64 128 1 -1.677819  
48 144 64 128 1 -1.765661  
56 144 64 128 1 -2.005244  
64 144 64 128 1 -2.171854  
72 144 64 128 1 -2.175546  
80 144 64 128 1 -2.171077  
88 144 64 128 1 -2.427636  
96 144 64 128 1 -2.017809  
104 144 64 128 1 -2.808855  
112 144 64 128 1 -2.451021  
120 144 64 128 1 -2.555293  
128 144 64 128 1 -2.670588  
136 144 64 128 1 -2.106685  
144 144 64 128 1 -2.010984  
152 144 64 128 1 -2.312637  
160 144 64 128 1 -2.676660  
168 144 64 128 1 -2.494733  
176 144 64 128 1 -2.086198  
184 144 64 128 1 -2.228591  
192 144 64 128 1 -1.839594  
200 144 64 128 1 -1.845995  
208 144 64 128 1 -2.231330  
216 144 64 128 1 -2.775870  
224 144 64 128 1 -2.532281  
232 144 64 128 1 -2.586120  
240 144 64 128 1 -2.291066  
248 144 64 128 1 -2.003372  
256 144 64 128 1 -2.351542  
264 144 64 128 1 -2.219877  
272 144 64 128 1 -2.322186  
280 144 64 128 1 -2.537774  
288 144 64 128 1 -2.535477  
296 144 64 128 1 -2.533167  
304 144 64 128 1 -3.516316  
312 144 64 128 1 -3.176719  
320 144 64 128 1 -2.829697  
32 152 64 128 1 -2.534807  
40 152 64 128 1 -2.025040  
48 152 64 128 1 -2.274708  
56 152 64 128 1 -2.548203  
64 152 64 128 1 -2.238122  
72 152 64 128 1 -2.362648  
80 152 64 128 1 -2.069256  
88 152 64 128 1 -2.443798  
96 152 64 128 1 -2.449990  
104 152 64 128 1 -2.560786  
112 152 64 128 1 -2.266230  
120 152 64 128 1 -2.602827  
128 152 64 128 1 -2.805381  
136 152 64 128 1 -2.666423  
144 152 64 128 1 -2.479743  
152 152 64 128 1 -2.330928  
160 152 64 128 1 -2.197348  
168 152 64 128 1 -2.534927  
176 152 64 128 1 -2.263637  
184 152 64 128 1 -2.329092  
192 152 64 128 1 -1.836160  
200 152 64 128 1 -2.174385  
208 152 64 128 1 -2.381410  
216 152 64 128 1 -2.846272  
224 152 64 128 1 -2.976073  
232 152 64 128 1 -2.624411  
240 152 64 128 1 -2.033186  
248 152 64 128 1 -1.768021  
256 152 64 128 1 -1.548082  
264 152 64 128 1 -2.091767  
272 152 64 128 1 -2.400896  
280 152 64 128 1 -2.433404  
288 152 64 128 1 -2.542119  
296 152 64 128 1 -2.941030  
304 152 64 128 1 -2.857777  
312 152 64 128 1 -3.000150  
320 152 64 128 1 -2.800840  
32 160 64 128 1 -3.114184  
40 160 64 128 1 -3.152111  
48 160 64 128 1 -3.091363  
56 160 64 128 1 -2.610596  
64 160 64 128 1 -1.743939  
72 160 64 128 1 -1.427818  
80 160 64 128 1 -1.351551  
88 160 64 128 1 -1.806228  
96 160 64 128 1 -1.286519  
104 160 64 128 1 -1.508765  
112 160 64 128 1 -1.833167  
120 160 64 128 1 -2.505918  
128 160 64 128 1 -2.710378  
136 160 64 128 1 -2.519274  
144 160 64 128 1 -2.530587  
152 160 64 128 1 -2.615355  
160 160 64 128 1 -2.539936  
168 160 64 128 1 -2.115832  
176 160 64 128 1 -1.951245  
184 160 64 128 1 -1.800483  
192 160 64 128 1 -2.224647  
200 160 64 128 1 -2.512921  
208 160 64 128 1 -2.344545  
216 160 64 128 1 -2.593382  
224 160 64 128 1 -2.745788  
232 160 64 128 1 -2.697085  
240 160 64 128 1 -2.613745  
248 160 64 128 1 -2.323843  
256 160 64 128 1 -2.145779  
264 160 64 128 1 -2.136518  
272 160 64 128 1 -2.062212  
280 160 64 128 1 -2.380541  
288 160 64 128 1 -2.549294  
296 160 64 128 1 -2.310284  
304 160 64 128 1 -2.450667  
312 160 64 128 1 -3.176688  
320 160 64 128 1 -3.125309  
32 168 64 128 1 -3.005183  
40 168 64 128 1 -2.874919  
48 168 64 128 1 -2.346448  
56 168 64 128 1 -2.353800  
64 168 64 128 1 -1.722866  
72 168 64 128 1 -1.962813  
80 168 64 128 1 -2.000012  
88 168 64 128 1 -2.087048  
96 168 64 128 1 -2.284381  
104 168 64 128 1 -2.456232  
112 168 64 128 1 -2.513180  
120 168 64 128 1 -2.664879  
128 168 64 128 1 -2.606099  
136 168 64 128 1 -2.307349  
144 168 64 128 1 -2.695075  
152 168 64 128 1 -2.258674  
160 168 64 128 1 -1.763285  
168 168 64 128 1 -0.886193  
176 168 64 128 1 -1.642107  
184 168 64 128 1 -1.754224  
192 168 64 128 1 -1.765914  
200 168 64 128 1 -2.256362  
208 168 64 128 1 -2.136939  
216 168 64 128 1 -2.423295  
224 168 64 128 1 -2.244966  
232 168 64 128 1 -2.552011  
240 168 64 128 1 -2.670411  
248 168 64 128 1 -2.439685  
256 168 64 128 1 -2.270768  
264 168 64 128 1 -1.806427  
272 168 64 128 1 -1.834185  
280 168 64 128 1 -2.083706  
288 168 64 128 1 -2.209602  
296 168 64 128 1 -2.097250  
304 168 64 128 1 -2.451858  
312 168 64 128 1 -2.122833  
320 168 64 128 1 -2.156089  
32 176 64 128 1 -2.506021  
40 176 64 128 1 -2.589274  
48 176 64 128 1 -2.540925  
56 176 64 128 1 -2.558968  
64 176 64 128 1 -2.531274  
72 176 64 128 1 -2.670403  
80 176 64 128 1 -2.672016  
88 176 64 128 1 -2.950016  
96 176 64 128 1 -2.534031  
104 176 64 128 1 -2.042947  
112 176 64 128 1 -2.350933  
120 176 64 128 1 -1.702862  
128 176 64 128 1 -1.917412  
136 176 64 128 1 -1.693527  
144 176 64 128 1 -1.621559  
152 176 64 128 1 -1.409330  
160 176 64 128 1 -1.414523  
168 176 64 128 1 -1.497064  
176 176 64 128 1 -1.744157  
184 176 64 128 1 -2.124790  
192 176 64 128 1 -2.582568  
200 176 64 128 1 -2.373225  
208 176 64 128 1 -2.639649  
216 176 64 128 1 -2.170600  
224 176 64 128 1 -2.550066  
232 176 64 128 1 -2.381380  
240 176 64 128 1 -2.166369  
248 176 64 128 1 -2.266550  
256 176 64 128 1 -2.395830  
264 176 64 128 1 -2.540747  
272 176 64 128 1 -2.439023  
280 176 64 128 1 -2.357671  
288 176 64 128 1 -2.510442  
296 176 64 128 1 -1.986916  
304 176 64 128 1 -1.818126  
312 176 64 128 1 -2.006819  
320 176 64 128 1 -2.548935  
32 184 64 128 1 -2.951839  
40 184 64 128 1 -2.365428  
48 184 64 128 1 -1.963622  
56 184 64 128 1 -1.534598  
64 184 64 128 1 -1.311364  
72 184 64 128 1 -1.473782  
80 184 64 128 1 -1.815466  
88 184 64 128 1 -1.334523  
96 184 64 128 1 -1.053867  
104 184 64 128 1 -0.935435  
112 184 64 128 1 -1.326033  
120 184 64 128 1 -1.093958  
128 184 64 128 1 -1.169048  
136 184 64 128 1 -1.408127  
144 184 64 128 1 -2.274024  
152 184 64 128 1 -2.353523  
160 184 64 128 1 -2.431066  
168 184 64 128 1 -1.944486  
176 184 64 128 1 -1.918520  
184 184 64 128 1 -2.271985  
192 184 64 128 1 -2.538666  
200 184 64 128 1 -2.727577  
208 184 64 128 1 -2.418634  
216 184 64 128 1 -1.918639  
224 184 64 128 1 -2.142958  
232 184 64 128 1 -2.040722  
240 184 64 128 1 -2.205717  
248 184 64 128 1 -2.615219  
256 184 64 128 1 -2.838789  
264 184 64 128 1 -2.099833  
272 184 64 128 1 -2.092218  
280 184 64 128 1 -2.098981  
288 184 64 128 1 -1.774304  
296 184 64 128 1 -1.488013  
304 184 64 128 1 -1.816659  
312 184 64 128 1 -2.349359  
320 184 64 128 1 -2.651083  
32 192 64 128 1 -3.114592  
40 192 64 128 1 -2.604384  
48 192 64 128 1 -2.562136  
56 192 64 128 1 -2.277519  
64 192 64 128 1 -2.210486  
72 192 64 128 1 -2.353950  
80 192 64 128 1 -2.367270  
88 192 64 128 1 -2.241320  
96 192 64 128 1 -2.541725  
104 192 64 128 1 -2.287565  
112 192 64 128 1 -2.365447  
120 192 64 128 1 -2.241473  
128 192 64 128 1 -2.376515  
136 192 64 128 1 -2.757271  
144 192 64 128 1 -3.034427  
152 192 64 128 1 -2.954930  
160 192 64 128 1 -2.757606  
168 192 64 128 1 -2.555026  
176 192 64 128 1 -2.398619  
184 192 64 128 1 -2.540475  
192 192 64 128 1 -2.548883  
200 192 64 128 1 -1.878493  
208 192 64 128 1 -2.191331  
216 192 64 128 1 -2.458823  
224 192 64 128 1 -2.553871  
232 192 64 128 1 -2.532499  
240 192 64 128 1 -2.274795  
248 192 64 128 1 -2.337126  
256 192 64 128 1 -2.061211  
264 192 64 128 1 -2.147028  
272 192 64 128 1 -2.152109  
280 192 64 128 1 -2.165534  
288 192 64 128 1 -1.912955  
296 192 64 128 1 -1.656899  
304 192 64 128 1 -1.790240  
312 192 64 128 1 -2.298856  
320 192 64 128 1 -2.824176  
32 200 64 128 1 -2.322364  
40 200 64 128 1 -2.522803  
48 200 64 128 1 -2.488848  
56 200 64 128 1 -1.987740  
64 200 64 128 1 -1.953354  
72 200 64 128 1 -2.127527  
80 200 64 128 1 -2.592135  
88 200 64 128 1 -2.418873  
96 200 64 128 1 -2.146234  
104 200 64 128 1 -2.033371  
112 200 64 128 1 -2.226810  
120 200 64 128 1 -2.103289  
128 200 64 128 1 -1.945093  
136 200 64 128 1 -2.081175  
144 200 64 128 1 -2.428082  
152 200 64 128 1 -2.574570  
160 200 64 128 1 -2.284576  
168 200 64 128 1 -2.597693  
176 200 64 128 1 -2.020692  
184 200 64 128 1 -1.689553  
192 200 64 128 1 -2.193892  
200 200 64 128 1 -1.765991  
208 200 64 128 1 -2.180134  
216 200 64 128 1 -1.663421  
224 200 64 128 1 -1.779662  
232 200 64 128 1 -2.049271  
240 200 64 128 1 -2.240212  
248 200 64 128 1 -2.566190  
256 200 64 128 1 -2.719795  
264 200 64 128 1 -2.294091  
272 200 64 128 1 -1.951124  
280 200 64 128 1 -1.941188  
288 200 64 128 1 -2.231598  
296 200 64 128 1 -1.584950  
304 200 64 128 1 -1.560119  
312 200 64 128 1 -2.320042  
320 200 64 128 1 -2.854976  
32 208 64 128 1 -3.209076  
40 208 64 128 1 -2.485984  
48 208 64 128 1 -2.546552  
56 208 64 128 1 -2.186732  
64 208 64 128 1 -2.751152  
72 208 64 128 1 -3.028969  
80 208 64 128 1 -2.875906  
88 208 64 128 1 -2.945460  
96 208 64 128 1 -3.050509  
104 208 64 128 1 -3.267382  
112 208 64 128 1 -3.389068  
120 208 64 128 1 -3.207816  
128 208 64 128 1 -2.817754  
136 208 64 128 1 -2.671736  
144 208 64 128 1 -2.790222  
152 208 64 128 1 -2.590399  
160 208 64 128 1 -2.811050  
168 208 64 128 1 -2.746498  
176 208 64 128 1 -2.674895  
184 208 64 128 1 -2.565467  
192 208 64 128 1 -2.982989  
200 208 64 128 1 -2.684424  
208 208 64 128 1 -2.590932  
216 208 64 128 1 -2.855497  
224 208 64 128 1 -2.541109  
232 208 64 128 1 -2.478754  
240 208 64 128 1 -1.852308  
248 208 64 128 1 -1.527981  
256 208 64 128 1 -1.920018  
264 208 64 128 1 -2.138039  
272 208 64 128 1 -2.041549  
280 208 64 128 1 -2.147976  
288 208 64 128 1 -2.117554  
296 208 64 128 1 -1.819746  
304 208 64 128 1 -2.064280  
312 208 64 128 1 -2.698705  
320 208 64 128 1 -3.260789  
